id,mssv, lopsh, hocky, namhoc, drl, ghichu
26975,0D2B48D3XPvAibaEXe8c53vaOKMxCzqf3f9CtSj+, MMTT2014,2,2014,, NULL
26976,B33E7B54XPvAibaEXe8c53vaOKMxC0URHI2A3waU, MMTT2014,2,2014,, NULL
26977,0D8ACB1AXPvAibaEXe9Qk6hDUWKQXW1vlY8dR29I, MMTT2014,2,2014,, NULL
26978,6D2E8231XPvAibaEXe/dSnTMEtLaY2jQPSMnpr39, MMTT2014,2,2014,, NULL
26979,E4AEA33AXPvAibaEXe/dSnTMEtLaY+Y6qERgFb9P, MMTT2014,2,2014,, NULL
26980,A1CC32BDXPvAibaEXe/Nok7qdNjJRpfulMGprmx0, MMTT2014,2,2014,, NULL
26981,E6272409XPvAibaEXe86krjHGvaiW37tyiJ1YN+9, MMTT2014,2,2014,, NULL
26982,AABD0D47XPvAibaEXe86krjHGvaiWzZC3wvVUD52, MMTT2014,2,2014,, NULL
26983,1EEADA1AXPvAibaEXe9cYfl6D6BtPJTQN3JoUf4L, MMTT2014,2,2014,, NULL
26984,856DA928XPvAibaEXe9cYfl6D6BtPIX0tfSptrp+, MMTT2014,2,2014,, NULL
26985,E9F66C68XPvAibaEXe9oenRjqNmEXxvlUitwELxr, MMTT2014,2,2014,, NULL
26986,8D5D416CXPvAibaEXe9mCnb3+Zz/PbPDgGJedFIu, MMTT2014,2,2014,, NULL
26987,778A7D5FXPvAibaEXe9mCnb3+Zz/PR/H3cfleQ8t, MMTT2014,2,2014,, NULL
26988,A468B48BXPvAibaEXe/cg9419ghLExA8xNMFSTp6, MMTT2014,2,2014,, NULL
26989,5E521194XPvAibaEXe/KGOYNCaEaWWIoIjYM+3Ir, MMTT2014,2,2014,, NULL
26990,704E1F0AXPvAibaEXe/KGOYNCaEaWR+44ZAicZX/, MMTT2014,2,2014,, NULL
26991,4C776828XPvAibaEXe/KGOYNCaEaWSy3TGHOsNtZ, MMTT2014,2,2014,, NULL
26992,BAC94C58XPvAibaEXe8VziDgYa0u7qImuijCjI9Z, MMTT2014,2,2014,, NULL
26993,006B0A45XPvAibaEXe+TZKE2gC8nUj96gTN+8Bxy, MMTT2014,2,2014,, NULL
26994,44B9604AXPvAibaEXe+TZKE2gC8nUlcePwLizo6K, MMTT2014,2,2014,, NULL
26995,E281ADE9XPvAibaEXe+TZKE2gC8nUq28NQidM3FB, MMTT2014,2,2014,, NULL
26996,E5D2D1A6XPvAibaEXe+TZKE2gC8nUm/FasP9PET4, MMTT2014,2,2014,, NULL
26997,FB4F1A27XPvAibaEXe/Uev7j/8EzmTAj1CkMP9PS, MMTT2014,2,2014,, NULL
26998,D5CB6E0EXPvAibaEXe/kJUgsv26Ua4fviWhP8ico, MMTT2014,2,2014,, NULL
26999,3C1C96A3XPvAibaEXe/k62DFAfrQTg4AUr4xsSDd, MMTT2014,2,2014,, NULL
27000,49DA530CXPvAibaEXe/k62DFAfrQTuqWE10yo1gX, MMTT2014,2,2014,, NULL
27001,CA80DC97XPvAibaEXe/aPLdUCtOgChE7/iu2Frmu, MMTT2014,2,2014,, NULL
27002,4D7A8548XPvAibaEXe/aPLdUCtOgCqBD88izVvAa, MMTT2014,2,2014,, NULL
27003,91BBF813XPvAibaEXe/Twrxaq444cyfyjfNXILc3, MMTT2014,2,2014,, NULL
27004,A33E3042XPvAibaEXe/Twrxaq444c0u0yKQAXiiA, MMTT2014,2,2014,, NULL
27005,78DFD992XPvAibaEXe9HXpb1PepyFYixGLGWpqu3, MMTT2014,2,2014,, NULL
27006,6AEAE920XPvAibaEXe9HXpb1PepyFTHW7MzBxj5y, MMTT2014,2,2014,, NULL
27007,1A337CBCXPvAibaEXe9HXpb1PepyFTbcxMBcuB5Y, MMTT2014,2,2014,, NULL
27008,3694E5E6XPvAibaEXe9HXpb1PepyFV6dAscob+FU, MMTT2014,2,2014,, NULL
27009,21262576XPvAibaEXe8p5yvHQtPES0B7eV1Twgs0, MMTT2014,2,2014,, NULL
27010,81EE8EF2XPvAibaEXe9o3csoNuwUvFCXzXJKbMVz, MMTT2014,2,2014,, NULL
27011,BB354CC3XPvAibaEXe+NJiMjcH3vhCmhySOrWCce, MMTT2014,2,2014,, NULL
27012,C4B3CA0DXPvAibaEXe/rp0ev/rDe07HQer5abv+7, MMTT2014,2,2014,, NULL
27013,B262234AXPvAibaEXe/rp0ev/rDe07xUb32i3Uwn, MMTT2014,2,2014,, NULL
27014,60631F91XPvAibaEXe8AEUw13Ud6KqJhwDFrKJub, MMTT2014,2,2014,, NULL
27015,1B677C08XPvAibaEXe8TrN3vUI8MaMEFHxEbNhTa, MMTT2014,2,2014,, NULL
27016,8290D854XPvAibaEXe8TrN3vUI8MaCLxvR1Y78Xt, MMTT2014,2,2014,, NULL
27017,8868BA3CXPvAibaEXe/a3PM8AP2NgzzZ29OXd9/5, MMTT2014,2,2014,, NULL
27018,6F81A5D5XPvAibaEXe8yzZ/8QUtgdsWPb4CTNI4B, MMTT2014,2,2014,, NULL
27019,6DAD38A8XPvAibaEXe+TioGOAQy/3zPKEw7D20VX, MMTT2014,2,2014,, NULL
27020,B76D692EXPvAibaEXe+TioGOAQy/36h4G7k0Z3Eo, MMTT2014,2,2014,, NULL
27021,DEB9BFF3XPvAibaEXe+TioGOAQy/310n4YoaF5iI, MMTT2014,2,2014,, NULL
27022,354309A2XPvAibaEXe8aMmuWiMhL4vWN6UGHCU4I, MMTT2014,2,2014,, NULL
27023,A70F6ECCXPvAibaEXe+4hxKfaQWuhGFMu3PMgcNG, MTCL2013,2,2014,, NULL
27024,57C7C955XPvAibaEXe+9GFX9aWroRJfzpb5XMZKA, MTCL2013,2,2014,, NULL
27025,36BC8A31XPvAibaEXe9upvU5DvuC9htMUSG2h0WC, MTCL2013,2,2014,, NULL
27026,4DD248D9XPvAibaEXe+6MN9FoW2mqeloV0TjpGtd, MTCL2013,2,2014,, NULL
27027,EF1CC696XPvAibaEXe/FejQN8/S5fEIReZ4QsFjV, MTCL2013,2,2014,, NULL
27028,CC33262AXPvAibaEXe/Hpk/kOf6+1VzXmlbKHSON, MTCL2013,2,2014,, NULL
27029,E14F2356XPvAibaEXe9MQ7MBXxp/MwdcddkuxZqr, MTCL2013,2,2014,, NULL
27030,0EF14EF0XPvAibaEXe+P6Zzp7Rb5oKuNeayOdU2C, MTCL2013,2,2014,, NULL
27031,46A9E223XPvAibaEXe/btl79MArZLMHcwprgH6DR, MTCL2014,2,2014,, NULL
27032,5D496A92XPvAibaEXe8e/5ryJ9YpublYeFlN8Tq2, MTCL2014,2,2014,, NULL
27033,61F9BD19XPvAibaEXe8ptkRJyotmH4ktpRPzmQsF, MTCL2014,2,2014,, NULL
27034,15A7D2AEXPvAibaEXe9PHS03bFe3hGUB0TSHBdNp, MTCL2014,2,2014,, NULL
27035,6D968F69XPvAibaEXe/Ko3VBeq65/zndFEyy3pth, MTCL2014,2,2014,, NULL
27036,0A45A87BXPvAibaEXe8zBeLfIMmoBD2l8CFV9VL9, MTCL2014,2,2014,, NULL
27037,7715ED85XPvAibaEXe9ajZoptpw4tWJ/hc0H/zbm, MTCL2014,2,2014,, NULL
27038,EC9847A0XPvAibaEXe+xRE5267JUoFjPpkePPDCJ, MTCL2014,2,2014,, NULL
27039,1E3B0973XPvAibaEXe8dEe4TA8wgHxwHmaQUgsiZ, MTCL2014,2,2014,, NULL
27040,42F11BA5XPvAibaEXe9j81k8MH0oJ8M4DsG4QDDv, MTCL2014,2,2014,, NULL
27041,8CCCDEE8XPvAibaEXe8LHfATqQ4bHlOGq0O9OvkZ, MTCL2014,2,2014,, NULL
27042,B367C60FXPvAibaEXe/dMvqGUzyBHM5KLF2N5qsk, MTCL2014,2,2014,, NULL
27043,60D7B6F9XPvAibaEXe9QJDM9nE85iE1U8QnIFIAy, MTCL2014,2,2014,, NULL
27044,B6B6C879XPvAibaEXe/9XMaU/9dsP0YXCCeOvvFr, MTCL2014,2,2014,, NULL
27045,90EAB7D3XPvAibaEXe80CLygfiFTYEBxkX3zTLqO, MTCL2014,2,2014,, NULL
27046,9884C11CXPvAibaEXe8WdGcsQTF3yMswo+0Ve8NQ, MTCL2014,2,2014,, NULL
27047,812FEF5DXPvAibaEXe8WdGcsQTF3yAkfM+A4rrJk, MTCL2014,2,2014,, NULL
27048,162B997EXPvAibaEXe8dZIB3odxynvLl7gPAdm0t, MTCL2014,2,2014,, NULL
27049,CA2ACA08XPvAibaEXe86krjHGvaiWw+19X3b0YzT, MTCL2014,2,2014,, NULL
27050,29297150XPvAibaEXe86krjHGvaiWzz9rU2gYi/y, MTCL2014,2,2014,, NULL
27051,2A600D08XPvAibaEXe/cg9419ghLE1CAOgzUwmgz, MTCL2014,2,2014,, NULL
27052,138D6156XPvAibaEXe8hLNatuVCg+ejXgw+1QblH, MTCL2014,2,2014,, NULL
27053,C448BDFDXPvAibaEXe/MCL0qpDhx02kv1HHNdQzF, MTCL2014,2,2014,, NULL
27054,6D822171XPvAibaEXe88tz7NL7l/glfUKXnZ+w7c, MTCL2014,2,2014,, NULL
27055,8F3185FEXPvAibaEXe/aPLdUCtOgCsBe2SXe0WDb, MTCL2014,2,2014,, NULL
27056,6F120F59XPvAibaEXe/Twrxaq444c54z81uS601e, MTCL2014,2,2014,, NULL
27057,7337E0B1XPvAibaEXe9HXpb1PepyFUx3lUvGCQjl, MTCL2014,2,2014,, NULL
27058,8B3D8B26XPvAibaEXe9o3csoNuwUvFp9HKjTdJZi, MTCL2014,2,2014,, NULL
27059,BBE9FFD5XPvAibaEXe+NJiMjcH3vhPYek0NOrqPc, MTCL2014,2,2014,, NULL
27060,77044BDAXPvAibaEXe8yzZ/8QUtgdtE4Bj3df2bu, MTCL2014,2,2014,, NULL
27061,E0B02E8EXPvAibaEXe8FWWF7xHXRAAavJy7+pwwV, MTCL2014,2,2014,, NULL
27062,B66497FFXPvAibaEXe9cZqyTkM8+ATBkLr0/5MxN, MTCL2014,2,2014,, NULL
27063,CC35A4FCXPvAibaEXe+9WAygB66RlLweaLJEt9iK, MTCL2014,2,2014,, NULL
27064,EEF167BCXPvAibaEXe+9WAygB66RlNNbfhonzp+v, MTCL2014,2,2014,, NULL
27065,7ADD3374XPvAibaEXe+9WAygB66RlEICjy0jtya5, MTCL2014,2,2014,, NULL
27066,19FE69E6XPvAibaEXe8IlpBhypyXxnoaAYkrfDkq, MTCL2014,2,2014,, NULL
27067,311F4676XPvAibaEXe/NExuU8f5CH0Jfhfl4Q27J, MTCL2014,2,2014,, NULL
27068,88C15831XPvAibaEXe879+AOg1gh8uMWWp9sXQnJ, PMCL2013,2,2014,, NULL
27069,85A1EF64XPvAibaEXe/asAVnWDRS7aDwG/eutYGP, PMCL2013,2,2014,, NULL
27070,786BE3EBXPvAibaEXe/asAVnWDRS7UAj1YtnlMWY, PMCL2013,2,2014,, NULL
27071,8DD54882XPvAibaEXe+lo6eJkHWaQfUDaN2PBVrw, PMCL2013,2,2014,, NULL
27072,0E631785XPvAibaEXe9X5bpEKoa0mgPWtTwg2Rv7, PMCL2013,2,2014,, NULL
27073,1D719539XPvAibaEXe8/3iNqySORb0aV1QVzGOA5, PMCL2013,2,2014,, NULL
27074,809877DCXPvAibaEXe8/3iNqySORb/0vLoIti8Og, PMCL2013,2,2014,, NULL
27075,7420F19FXPvAibaEXe+1j/AqdkpM27otdGZsa+uT, PMCL2013,2,2014,, NULL
27076,6243A4C3XPvAibaEXe8Y+/3uR2PkTKXbgDAmBgVN, PMCL2013,2,2014,, NULL
27077,B4303CD0XPvAibaEXe+nZBq3b0XEhVoLjxUZrYZX, PMCL2013,2,2014,, NULL
27078,2441A7C2XPvAibaEXe8VekUw4ELehn5inKXOCKf2, PMCL2013,2,2014,, NULL
27079,1369CC1CXPvAibaEXe/Lh6v1XxTKJbwCI0v6qDc2, PMCL2013,2,2014,, NULL
27080,A1FD63B1XPvAibaEXe8s1xx8DWM0qunOL2/GjkW1, PMCL2013,2,2014,, NULL
27081,514FD131XPvAibaEXe9FiaSoce50DO+lfAzINHDY, PMCL2013,2,2014,, NULL
27082,DE1C24A0XPvAibaEXe8WD3qnVG2b/ZHfx1Sm89m4, PMCL2013,2,2014,, NULL
27083,2D49AC3CXPvAibaEXe8Cym7B6GX+TjCt0Zgg9NLj, PMCL2013,2,2014,, NULL
27084,E0D198EDXPvAibaEXe8hvnm4ihleLSvrI7Vk4VeU, PMCL2013,2,2014,, NULL
27085,1DA0751EXPvAibaEXe+y4Ivhjp8SxoECWfMevnWg, PMCL2013,2,2014,, NULL
27086,CD84523EXPvAibaEXe+LLvbxzunmJA9YRcwSMo7A, PMCL2013,2,2014,, NULL
27087,712A8C08XPvAibaEXe8ooYk4mkUGmHQPU9HwABud, PMCL2013,2,2014,, NULL
27088,9AEF5DB4XPvAibaEXe/caEx4rNa5qfIzIl5Ey4O8, PMCL2013,2,2014,, NULL
27089,F06A3C0FXPvAibaEXe+NmgQbVGcjJ7ZdQvWRioyl, PMCL2013,2,2014,, NULL
27090,D251E033XPvAibaEXe9Bx5CZuIA9z46xIO31XDcH, PMCL2013,2,2014,, NULL
27091,716143F2XPvAibaEXe9Bx5CZuIA9z7+la9dn0z+4, PMCL2013,2,2014,, NULL
27092,8D203797XPvAibaEXe99j2P15eeB0yiSFSPp6gj3, PMCL2013,2,2014,, NULL
27093,6BDA77FAXPvAibaEXe9MQ7MBXxp/M9WsZm9sf7D3, PMCL2013,2,2014,, NULL
27094,D2607DA4XPvAibaEXe+Xxbs4kvH/k3apAf4rYUUN, PMCL2014,2,2014,, NULL
27095,668068E2XPvAibaEXe/VTtmkh7JuOkFzkUL+030E, PMCL2014,2,2014,, NULL
27096,B429BDF4XPvAibaEXe/nRR7q+hWy3ADzRTkGoeeE, PMCL2014,2,2014,, NULL
27097,39CFA80DXPvAibaEXe+tg0ae8qw/giuc2CTRAuM8, PMCL2014,2,2014,, NULL
27098,F84EA6D4XPvAibaEXe9x0CaUg4pZo6iZ992aNnk9, PMCL2014,2,2014,, NULL
27099,9A40471FXPvAibaEXe9U/K5zYZONT/7/ulRYKDkS, PMCL2014,2,2014,, NULL
27100,3855EE8BXPvAibaEXe+ltCXpm838vada+3errwGn, PMCL2014,2,2014,, NULL
27101,AA2E8E15XPvAibaEXe+iXJpjy6UOMJuKbMz8V7jb, PMCL2014,2,2014,, NULL
27102,1C304906XPvAibaEXe9hSzSdeSAT0mSwgfXy9PeD, PMCL2014,2,2014,, NULL
27103,1F7AFD75XPvAibaEXe/m6K07u0dn90TLF1pBsG6z, PMCL2014,2,2014,, NULL
27104,15A03C0DXPvAibaEXe/69hWWh+JD2UVz3ufk0Hxi, PMCL2014,2,2014,, NULL
27105,F14676F2XPvAibaEXe/Ko3VBeq65/zGUzTY2VaO5, PMCL2014,2,2014,, NULL
27106,F80E317BXPvAibaEXe8zBeLfIMmoBK+LGS9nQVRX, PMCL2014,2,2014,, NULL
27107,13F96CB9XPvAibaEXe917PYvJ9Jl7XQzUIJM8/Gf, PMCL2014,2,2014,, NULL
27108,A555843FXPvAibaEXe88UewilValgCdn3PFv7Eck, PMCL2014,2,2014,, NULL
27109,F5109BCEXPvAibaEXe88UewilValgHnNTg1fqZE2, PMCL2014,2,2014,, NULL
27110,B58FEE6BXPvAibaEXe9sDqR+NysAHiTj/3tzquZq, PMCL2014,2,2014,, NULL
27111,A77E224EXPvAibaEXe+UuZ4QW1XoS1chJcsxDmhF, PMCL2014,2,2014,, NULL
27112,FB31658FXPvAibaEXe+UuZ4QW1XoSw1Ns1gnsK23, PMCL2014,2,2014,, NULL
27113,2FC59B4AXPvAibaEXe8T1DiYsmlfsSgx5trdtf4N, PMCL2014,2,2014,, NULL
27114,C7AAA098XPvAibaEXe9j81k8MH0oJ1DNkrsN8NfH, PMCL2014,2,2014,, NULL
27115,1436571AXPvAibaEXe8HxoLOw72ZIHe6w38Td9cn, PMCL2014,2,2014,, NULL
27116,B0A3F90EXPvAibaEXe/dMvqGUzyBHCi23Txy1u4n, PMCL2014,2,2014,, NULL
27117,9C27D55DXPvAibaEXe9iBRrLJjO8dRjd7Zs5TV2/, PMCL2014,2,2014,, NULL
27118,3B369BE8XPvAibaEXe/9n4RXguPAYMnCmbENlty2, PMCL2014,2,2014,, NULL
27119,2C048813XPvAibaEXe8c53vaOKMxC6OcYPNvqU2m, PMCL2014,2,2014,, NULL
27120,2086199EXPvAibaEXe9Qk6hDUWKQXYCENEFk6Wn/, PMCL2014,2,2014,, NULL
27121,C4F596B7XPvAibaEXe9Qk6hDUWKQXZP98Rz5k643, PMCL2014,2,2014,, NULL
27122,A5CBFD30XPvAibaEXe+xxRCacZP96nDee0c9rTgN, PMCL2014,2,2014,, NULL
27123,A14314C4XPvAibaEXe/dSnTMEtLaY2Uw/XIbL0bZ, PMCL2014,2,2014,, NULL
27124,3D38A0F6XPvAibaEXe9oenRjqNmEX73VlChhVH0l, PMCL2014,2,2014,, NULL
27125,2D99E412XPvAibaEXe8VziDgYa0u7pmPv7ThgrVQ, PMCL2014,2,2014,, NULL
27126,91230E90XPvAibaEXe/Uev7j/8EzmTMB980kV6qB, PMCL2014,2,2014,, NULL
27127,F77FFD21XPvAibaEXe/MCL0qpDhx0/t0638f5baa, PMCL2014,2,2014,, NULL
27128,A3A76D84XPvAibaEXe/MCL0qpDhx04mqmUihNi18, PMCL2014,2,2014,, NULL
27129,D58840DCXPvAibaEXe9ZsjBGMHTvphkgWrjhffHl, PMCL2014,2,2014,, NULL
27130,D349E207XPvAibaEXe/aPLdUCtOgChkEtg7JE0Ca, PMCL2014,2,2014,, NULL
27131,C35B7D58XPvAibaEXe8p5yvHQtPES5RibWhntIV9, PMCL2014,2,2014,, NULL
27132,256CAF61XPvAibaEXe8e8TJXhGRqkEsxlP7P0zFV, PMCL2014,2,2014,, NULL
27133,8C6FE81AXPvAibaEXe8e8TJXhGRqkEcBx/5az8pl, PMCL2014,2,2014,, NULL
27134,1A91CFB7XPvAibaEXe8aMmuWiMhL4vKjMTeloAlt, PMCL2014,2,2014,, NULL
27135,269A6330XPvAibaEXe8aMmuWiMhL4vFI0OzjFGky, PMCL2014,2,2014,, NULL
27136,B961FA7FXPvAibaEXe8FWWF7xHXRAD9tn9AVbX5C, PMCL2014,2,2014,, NULL
27137,13C2DB66XPvAibaEXe+sRe0ac318A2jOM+c/ujRZ, PMCL2014,2,2014,, NULL
27138,FD440240XPvAibaEXe+sRe0ac318A/rz6jPzal2c, PMCL2014,2,2014,, NULL
27139,5C4D83E0XPvAibaEXe9cZqyTkM8+AdTN2mBBOkq0, PMCL2014,2,2014,, NULL
27140,430EA049XPvAibaEXe+9WAygB66RlKxXCZEJYJ0/, PMCL2014,2,2014,, NULL
27141,93409BE3XPvAibaEXe+9WAygB66RlKSPE0wkrqa3, PMCL2014,2,2014,, NULL
27142,43FDC210XPvAibaEXe+9WAygB66RlKvK2zxBj0S3, PMCL2014,2,2014,, NULL
27143,C98584ACXPvAibaEXe8x8S8Fn/vYptJQN12+0LUI, PMCL2014,2,2014,, NULL
27144,9B0DB436XPvAibaEXe8x8S8Fn/vYpv0rBsv/Mv7l, PMCL2014,2,2014,, NULL
27145,8DB5C6EAXPvAibaEXe8WA4OgPtanSMEjuq/KlO99, PMCL2014,2,2014,, NULL
27146,3E98A64CXPvAibaEXe8WA4OgPtanSIqf9Q1O8Yin, PMCL2014,2,2014,, NULL
27147,D9BD3AFBXPvAibaEXe8IlpBhypyXxiZmZT/7okOU, PMCL2014,2,2014,, NULL
27148,3D52676AXPvAibaEXe8IlpBhypyXxuXyRbOadj9h, PMCL2014,2,2014,, NULL
27149,258DB970XPvAibaEXe8IlpBhypyXxgajQBgTDZfm, PMCL2014,2,2014,, NULL
27150,B6BE9570XPvAibaEXe/NExuU8f5CHzM46oj4x6pe, PMCL2014,2,2014,, NULL
27151,2D42C943XPvAibaEXe/NExuU8f5CHyJQuUVKAd5q, PMCL2014,2,2014,, NULL
27152,ABDAB051XPvAibaEXe/NExuU8f5CH1sRSHiGsZKi, PMCL2014,2,2014,, NULL
35266,FC77E598XPvAibaEXe879+AOg1gh8pb/q8KzJ2A3, ANTN2013,1,2015,, NULL
35267,51E1C3E0XPvAibaEXe+4hxKfaQWuhLp2zzmiiyRe, ANTN2013,1,2015,, NULL
35268,6920B9AAXPvAibaEXe83EtiN4MI2ns6NZhlUAIhE, ANTN2013,1,2015,, NULL
35269,6F75613CXPvAibaEXe8/3iNqySORbxrmFjIeDct7, ANTN2013,1,2015,, NULL
35270,41EBF544XPvAibaEXe8/3iNqySORb+za0yWMmptx, ANTN2013,1,2015,, NULL
35271,29046716XPvAibaEXe83V/kFvw2bBR3WiVsBjF7n, ANTN2013,1,2015,, NULL
35272,52A13A56XPvAibaEXe8Y+/3uR2PkTBzKGlmHNdAe, ANTN2013,1,2015,, NULL
35273,62654F5DXPvAibaEXe9jjgNhrmbJFPIZXXeZlnxy, ANTN2013,1,2015,, NULL
35274,1DCACA12XPvAibaEXe/XBbLEWRhgQQZvuxC3bpO+, ANTN2013,1,2015,, NULL
35275,A438E310XPvAibaEXe8VekUw4ELehh5JZ8Xkd+Ce, ANTN2013,1,2015,, NULL
35276,CF209E4FXPvAibaEXe+/EkvXK98KbbLh+JMUgKhh, ANTN2013,1,2015,, NULL
35277,57203F91XPvAibaEXe9JDlHA4z2GHFHVJ5vTRj7d, ANTN2013,1,2015,, NULL
35278,29430069XPvAibaEXe+TFgEDwYNnvUaz/ItEjR3K, ANTN2013,1,2015,, NULL
35279,007C275DXPvAibaEXe+TFgEDwYNnveOOmOYeYzF6, ANTN2013,1,2015,, NULL
35280,6F056D09XPvAibaEXe8WD3qnVG2b/T+8k+BG8W0+, ANTN2013,1,2015,, NULL
35281,082CA1BDXPvAibaEXe9h45naFhFKYgXejbIyWnsM, ANTN2013,1,2015,, NULL
35282,1AE2E583XPvAibaEXe/X/wixypGyAvAp4QDIsUoZ, ANTN2013,1,2015,, NULL
35283,1F7628F8XPvAibaEXe9aucNQ7/14aOyjtUGYaNi7, ANTN2013,1,2015,, NULL
35284,D3CF8A69XPvAibaEXe9/su+qLcYDMseXWfkodzkh, ANTN2013,1,2015,, NULL
35285,E99E9EA2XPvAibaEXe+LLvbxzunmJFOIkyW9ng8u, ANTN2013,1,2015,, NULL
35286,6CDA0ED7XPvAibaEXe+BHZkA9XgGXSS4BHzShGje, ANTN2013,1,2015,, NULL
35287,EDD0F071XPvAibaEXe+BHZkA9XgGXcEipjLDOZCD, ANTN2013,1,2015,, NULL
35288,FFE9E452XPvAibaEXe+6MN9FoW2mqXtx1lMTF9+D, ANTN2013,1,2015,, NULL
35289,702D2CF3XPvAibaEXe8ooYk4mkUGmA64Z/iLP3mB, ANTN2013,1,2015,, NULL
35290,FE7E4CC2XPvAibaEXe8wMpKQnQ7j6Ih9R01KveHG, ANTN2013,1,2015,, NULL
35291,A465B59BXPvAibaEXe99GOtI/HwJhTcVZiHi+eIc, ANTN2013,1,2015,, NULL
35292,149BDD84XPvAibaEXe9CtFSNMbfIz6gM1EejySf8, ANTN2013,1,2015,, NULL
35293,C78522F6XPvAibaEXe+PhKfQb0+XJ+23aVlRLh8x, ANTN2013,1,2015,, NULL
35294,483CDFA0XPvAibaEXe97hU2RTHdNnNgOjGYTeaj2, ANTN2013,1,2015,, NULL
35295,A71E7B7EXPvAibaEXe+gsTDvgY5pDvugtLkA9WY2, ANTN2013,1,2015,, NULL
35296,C5AB8E67XPvAibaEXe+5f3nhbX2eh0F3gDayami1, ANTN2013,1,2015,, NULL
35297,50224F94XPvAibaEXe+5f3nhbX2eh5Ni5dxXAFSo, ANTN2013,1,2015,, NULL
35298,4EC92EA7XPvAibaEXe+5f3nhbX2eh0DMegX78U1l, ANTN2013,1,2015,, NULL
35299,B2204322XPvAibaEXe/SxwNRab2vgCFsjDisX+gc, ANTN2013,1,2015,, NULL
35300,0375F69FXPvAibaEXe9JdUmjPcaT8kzHYZ2eSjwX, ANTN2013,1,2015,, NULL
35301,ACC4D198XPvAibaEXe+5oCRQPDKXspsKZR6r2Sfg, ANTN2013,1,2015,, NULL
35302,7DE2E094XPvAibaEXe/ji2wENvGp6JB8Dx018brq, ANTN2013,1,2015,, NULL
35303,E4F6A5FFXPvAibaEXe9VICkMSMM7n5M0ui4qC0HK, ANTN2013,1,2015,, NULL
35304,77AF8F32XPvAibaEXe8k9aD0YXzUPoj2oI/UFM4b, ANTN2013,1,2015,, NULL
35305,28807FE1XPvAibaEXe8k9aD0YXzUPpNUUND3x7rK, ANTN2013,1,2015,, NULL
35306,7FCDDD97XPvAibaEXe/btl79MArZLHZ91Yi5oI81, ANTN2014,1,2015,, NULL
35307,C98089F5XPvAibaEXe/btl79MArZLGI79GtRPJ29, ANTN2014,1,2015,, NULL
35308,BF3B1745XPvAibaEXe9whL/t4cdMZUa+NDp0/6Wm, ANTN2014,1,2015,, NULL
35309,5B7BA676XPvAibaEXe/VTtmkh7JuOi+CBDCf2oyM, ANTN2014,1,2015,, NULL
35310,6E5F651EXPvAibaEXe+9lRniSKKSh38UocJy0doH, ANTN2014,1,2015,, NULL
35311,DCD60A58XPvAibaEXe8z1Io4iT8HJKL7T0ucJp6N, ANTN2014,1,2015,, NULL
35312,0615CD35XPvAibaEXe8e/5ryJ9YpueaFgtGttatE, ANTN2014,1,2015,, NULL
35313,79DEB945XPvAibaEXe/JKySBFnJ8Ik5uAlh/3EsK, ANTN2014,1,2015,, NULL
35314,8C53D0BDXPvAibaEXe8zBeLfIMmoBPnGRTUU76bE, ANTN2014,1,2015,, NULL
35315,0BAF44E0XPvAibaEXe917PYvJ9Jl7VHX1jRhqJF3, ANTN2014,1,2015,, NULL
35316,869ABE5AXPvAibaEXe/ETkXgDMKQ8fKK4ufgBOtT, ANTN2014,1,2015,, NULL
35317,7A5F2891XPvAibaEXe/y2t7DVG8TDSoxpx5o1/8K, ANTN2014,1,2015,, NULL
35318,99A2BC56XPvAibaEXe/y2t7DVG8TDX7B5bnIFAlV, ANTN2014,1,2015,, NULL
35319,FE134612XPvAibaEXe+PmhPN+9CWc7zR4fbMyJRH, ANTN2014,1,2015,, NULL
35320,32CCFFA3XPvAibaEXe+PmhPN+9CWc7kr/u7fET/Y, ANTN2014,1,2015,, NULL
35321,B1B4EE2BXPvAibaEXe/tRbq0ZEBEr0KJ4VtjD7Eu, ANTN2014,1,2015,, NULL
35322,90D44D7BXPvAibaEXe+TQJLvJOj4BW/GNDycKOl8, ANTN2014,1,2015,, NULL
35323,05BE3C4FXPvAibaEXe9j81k8MH0oJwyKQAP8FKms, ANTN2014,1,2015,, NULL
35324,815DC6D5XPvAibaEXe9iBRrLJjO8dUXgzuC1uGLg, ANTN2014,1,2015,, NULL
35325,D01FB3C4XPvAibaEXe/GP74oAJxkeCzeu7IOKesj, ANTN2014,1,2015,, NULL
35326,D8A433FEXPvAibaEXe/9XMaU/9dsP4HOIzNsbFZq, ANTN2014,1,2015,, NULL
35327,D036AF14XPvAibaEXe/9XMaU/9dsP7W4nlRjh3OM, ANTN2014,1,2015,, NULL
35328,D18B24FAXPvAibaEXe80CLygfiFTYJS78BGflfGo, ANTN2014,1,2015,, NULL
35329,9D2478E5XPvAibaEXe9MSDlNDFbYdoly8gfyWDms, ANTN2014,1,2015,, NULL
35330,DA3DF53DXPvAibaEXe+xxRCacZP96tkiOBxYLD7W, ANTN2014,1,2015,, NULL
35331,1EEADA1AXPvAibaEXe9cYfl6D6BtPJTQN3JoUf4L, ANTN2014,1,2015,, NULL
35332,730AFA4AXPvAibaEXe/Uev7j/8Ezmf3kk8pgAZBP, ANTN2014,1,2015,, NULL
35333,4620E4CAXPvAibaEXe8hLNatuVCg+Zrbvz03i5qb, ANTN2014,1,2015,, NULL
